,Provedor,Estado,Longitude,Latitude
47550,Vivo,PA,-3.19889,-52.205
47563,Vivo,PA,-6.115,-49.355
47578,Vivo,PA,-6.0832222222222,-49.897111111111
47579,Vivo,PA,-4.2366861111111,-56.011391666667
47580,Vivo,PA,-3.1868611111111,-52.224388888889
47581,Vivo,PA,-3.0011194444444,-47.45605
47582,Vivo,PA,-4.25611,-56.0025
47607,Vivo,PA,-2.09333,-56.485
47608,Vivo,PA,-3.7680555555556,-49.278333333333
47609,Vivo,PA,-8.0436944444444,-50.018
47610,Vivo,PA,-1.35222,-48.39889
47611,Vivo,PA,-8.0450222222222,-50.054183333333
47619,Vivo,PA,-0.86980555555556,-52.533658333333
47620,Vivo,PA,-3.20951,-52.23791
47621,Vivo,PA,-3.206425,-52.219566666667
47622,Vivo,PA,-1.4617527777778,-48.486338888889
47623,Vivo,PA,-2.43139,-54.74167
47624,Vivo,PA,-2.42806,-54.72667
47625,Vivo,PA,-2.4210555555556,-54.722694444444
47626,Vivo,PA,-2.45444,-54.74306
47627,Vivo,PA,-3.38333,-48.94111
47628,Vivo,PA,-3.175375,-48.957905555556
47699,Vivo,PA,-1.5166694444444,-48.693611111111
47946,TIM,PA,-1.3019444444444,-48.470638888889
47959,Vivo,PA,-1.38938,-48.3801
47960,Vivo,PA,-1.46389,-48.4975
47961,Vivo,PA,-1.40694,-48.395
48035,Vivo,PA,-0.82788888888889,-46.606
48051,TIM,PA,-4.1011666666667,-54.909358333333
48052,TIM,PA,-3.7172194444444,-53.736138888889
48053,TIM,PA,-5.3398583333333,-49.091916666667
48054,TIM,PA,-5.4176083333333,-49.091555555556
48199,Claro,PA,-0.615,-47.35806
48223,Claro,PA,-3.7838888888889,-49.570277777778
48231,Claro,PA,-0.75667,-48.52111
48235,Vivo,PA,-8.04556,-50.02889
48249,Claro,PA,-2.8838833333333,-52.004577777778
48263,TIM,PA,-1.37,-48.44583
48456,TIM,PA,-1.4483416666667,-48.4686
48628,Vivo,PA,-1.3547138888889,-48.364922222222
48642,Vivo,PA,-2.4255861111111,-54.787569444444
49486,Claro,PA,-6.9421694444444,-49.7
49697,Claro,PA,-1.45,-48.48806
49698,Claro,PA,-1.45,-48.488316666667
50159,Vivo,PA,-5.3398638888889,-49.091938888889
50300,Vivo,PA,-1.3575,-48.3942
50301,Vivo,PA,-1.3505555555556,-48.419166666667
50302,Vivo,PA,-1.39417,-48.395
50304,Vivo,PA,-1.5147,-48.6203
50305,Vivo,PA,-1.2589,-48.4525
50307,Vivo,PA,-1.40722,-48.45389
50308,Vivo,PA,-1.33833,-48.45778
50310,Vivo,PA,-1.40556,-48.48306
50311,Vivo,PA,-1.35028,-48.44917
50312,Vivo,PA,-1.42222,-48.48611
50313,Vivo,PA,-1.4130888888889,-48.480805555556
50314,Vivo,PA,-1.4239,-48.4373
50315,Vivo,PA,-1.3684611111111,-48.433138888889
50316,Vivo,PA,-1.3761944444444,-48.483325
50317,Vivo,PA,-0.65327777777778,-47.268444444444
50318,Vivo,PA,-2.4359,-54.728733333333
50339,Vivo,PA,-6.7452777777778,-51.156388888889
50341,Vivo,PA,-1.7181,-48.8833
50342,Vivo,PA,-1.9571666666667,-54.739861111111
50343,Vivo,PA,-1.0490833333333,-46.770363888889
50344,Vivo,PA,-3.8469444444444,-49.095830555556
50345,Vivo,PA,-1.98417,-48.96167
50347,Vivo,PA,-0.725,-48.51889
50348,Vivo,PA,-0.85667,-48.14056
50349,Vivo,PA,-4.2761,-55.9836
50350,Vivo,PA,-5.21028,-49.04417
50351,Vivo,PA,-4.92,-49.07917
50352,Vivo,PA,-1.31694,-47.89389
50354,Vivo,PA,-4.27556,-56
50355,Vivo,PA,-1.3302777777778,-48.373333333333
50402,Vivo,PA,-0.92139,-52.44139
50403,Vivo,PA,-1.3364194444444,-48.403369444444
50404,Vivo,PA,-1.3983,-48.4229
50405,Vivo,PA,-1.3871111111111,-48.383269444444
50406,Vivo,PA,-1.27444,-47.90278
50408,Vivo,PA,-1.2875,-47.92917
50409,Vivo,PA,-1.3755,-48.3239
50410,Vivo,PA,-2.98472,-47.45222
50411,Vivo,PA,-1.43389,-48.48361
50412,Vivo,PA,-1.3776194444444,-48.444011111111
50413,Vivo,PA,-1.4387194444444,-48.480486111111
50415,Vivo,PA,-1.45722,-48.50528
50416,Vivo,PA,-1.43778,-48.49167
50417,Vivo,PA,-1.4716027777778,-48.461694444444
50418,Vivo,PA,-1.45139,-48.49944
50419,Vivo,PA,-1.39611,-48.43444
50420,Vivo,PA,-1.47111,-48.49306
50421,Vivo,PA,-1.45885,-48.4853
50423,Vivo,PA,-1.46306,-48.47889
50424,Vivo,PA,-1.42611,-48.47028
50425,Vivo,PA,-1.44417,-48.47056
50426,Vivo,PA,-1.4642833333333,-48.44905
50427,Vivo,PA,-1.45694,-48.46306
50428,Vivo,PA,-1.32605,-48.43895
50430,Vivo,PA,-1.32778,-48.465
50431,Vivo,PA,-1.3803,-48.4564
50432,Vivo,PA,-1.3125,-48.4525
50433,Vivo,PA,-1.29806,-48.47056
50434,Vivo,PA,-1.33925,-48.437777777778
50435,Vivo,PA,-1.30556,-48.46167
50436,Vivo,PA,-1.40444,-48.42556
50437,Vivo,PA,-1.4237222222222,-48.487805555556
50493,Vivo,PA,-6.5251388888889,-49.847194444444
50494,Vivo,PA,-2.24667,-49.50806
50495,Vivo,PA,-2.4487444444444,-54.697822222222
50499,Vivo,PA,-1.28194,-47.94972
50500,Vivo,PA,-2.98389,-47.35028
50589,Claro,PA,-5.7277944444444,-49.143075
50702,TIM,PA,-0.72511111111111,-48.519416666667
50800,Vivo,PA,-1.3616666666667,-48.43472
50803,Vivo,PA,-1.31472,-48.22417
50805,Vivo,PA,-1.4662611111111,-48.482580555556
50806,Vivo,PA,-0.64508333333333,-47.328472222222
50811,Vivo,PA,-2.44115,-54.709897222222
50812,Vivo,PA,-1.29361,-48.16194
50817,Vivo,PA,-5.3290888888889,-49.094280555556
50818,Vivo,PA,-6.527,-49.863111111111
50819,Vivo,PA,-1.3584944444444,-48.34005
50821,Vivo,PA,-1.5227666666667,-48.670238888889
50823,Vivo,PA,-8.0261666666667,-50.025
50824,Vivo,PA,-2.46466,-54.68197
50825,Vivo,PA,-3.22278,-52.22861
50828,Vivo,PA,-2.9413277777778,-48.944175
50829,Vivo,PA,-1.9452083333333,-54.72995
50830,Vivo,PA,-2.4491944444444,-54.730833333333
50831,Vivo,PA,-7.1177222222222,-49.950916666667
50832,Vivo,PA,-3.74333,-49.67972
50834,Vivo,PA,-3.77472,-49.66361
51042,Vivo,PA,-5.38278,-49.12639
51043,Vivo,PA,-6.54089,-49.85411
51044,Vivo,PA,-3.76417,-49.68861
51048,Vivo,PA,-6.0721388888889,-49.879027777778
51049,Vivo,PA,-5.3350277777778,-49.079
51050,Vivo,PA,-5.3793333333333,-49.131666666667
51051,Vivo,PA,-1.7493888888889,-55.862833333333
51053,TIM,PA,-3.7761111111111,-49.565583333333
51056,Vivo,PA,-5.35222,-49.09222
51057,Vivo,PA,-4.30925,-47.553277777778
51058,Vivo,PA,-1.6904388888889,-50.47595
51109,TIM,PA,-1.35111,-48.40861
51145,Vivo,PA,-5.39253,-49.13592
51146,Vivo,PA,-2.46259,-54.71098
51147,Vivo,PA,-1.94139,-54.74364
51149,Vivo,PA,-1.3662916666667,-48.338738888889
51158,TIM,PA,-5.3498555555556,-49.085011111111
51177,Vivo,PA,-3.1996944444444,-52.219166666667
51181,Vivo,PA,-3.1944444444444,-52.206163888889
51182,Vivo,PA,-3.2180833333333,-52.216
51227,Vivo,PA,-2.4637222222222,-54.727722222222
51229,Vivo,PA,-3.17522,-52.18989
51256,Claro,PA,-1.17164,-47.79709
51294,Vivo,PA,-6.07694,-49.88389
51296,Vivo,PA,-6.07972,-49.91111
51597,Vivo,PA,-8.2687222222222,-49.263
51598,Vivo,PA,-1.32966,-48.40072
51601,Vivo,PA,-5.3816944444444,-49.151972222222
51612,Claro,PA,-1.62476,-48.80366
51613,Claro,PA,-1.85753,-49.01553
51701,TIM,PA,-3.19667,-52.18778
51703,TIM,PA,-3.1263333333333,-51.7785
51722,Vivo,PA,-5.36889,-49.10972
51723,Vivo,PA,-1.8971944444444,-50.209861111111
51725,Vivo,PA,-4.7735555555556,-48.064836111111
51788,Claro,PA,-1.09892,-46.47237
51789,Claro,PA,-0.80091666666667,-47.603388888889
51790,Claro,PA,-1.13,-47.0625
51791,Claro,PA,-0.93021,-47.39552
51842,Claro,PA,-0.93219444444444,-48.285252777778
51844,Claro,PA,-1.54512,-47.11432
51845,Claro,PA,-1.39661,-47.18508
51846,Claro,PA,-0.93498,-48.16483
51847,Claro,PA,-0.88667,-47.80056
51851,Claro,PA,-1.2760555555556,-46.933108333333
51853,Claro,PA,-1.51433,-48.04211
51862,Claro,PA,-5.3600805555556,-48.7901
52022,Claro,PA,-1.3615305555556,-47.3073
52023,Claro,PA,-2.3925,-49.54944
52024,Claro,PA,-1.6869,-47.765
52025,Claro,PA,-1.22608,-48.29468
52190,TIM,PA,-0.76941666666667,-47.173388888889
52218,Claro,PA,-1.74967,-47.07006
52219,Claro,PA,-5.3333333333333,-49.231280555556
52220,Claro,PA,-7.5566416666667,-49.705113888889
52221,Claro,PA,-0.94372222222222,-47.123305555556
52231,Claro,PA,-0.84917,-47.92149
52243,Vivo,PA,-5.34222,-49.126666666667
52250,Vivo,PA,-4.26944,-55.98167
52254,Vivo,PA,-1.6631666666667,-54.679222222222
52272,Claro,PA,-1.82425,-48.20291
52406,Claro,PA,-1.11714,-46.30802
52430,Claro,PA,-3.0322,-49.64071
52448,Claro,PA,-2.79587,-49.66785
52449,Claro,PA,-1.363439,-48.275362
52450,Claro,PA,-2.3895,-47.54191
52560,Claro,PA,-0.98955,-49.93641
52766,TIM,PA,-1.7719722222222,-47.440361111111
52775,Claro,PA,-2.4134611111111,-48.153969444444
52815,Vivo,PA,-2.4563055555556,-54.76575
52824,Claro,PA,-5.566178,-48.539019
52891,Claro,PA,-7.8115694444444,-50.764222222222
53116,Claro,PA,-8.87104,-49.71766
53185,Claro,PA,-1.15403,1901.01694444
53368,Vivo,PA,-6.76194,-51.07472
53548,Claro,PA,-2.58083,-51.92444
54025,TIM,PA,-1.351861,-48.477222
54027,TIM,PA,-1.37611,-48.38194
54028,TIM,PA,-1.35915,-48.380269444444
54029,TIM,PA,-1.3623,-48.365272
54031,TIM,PA,-1.35,-48.35889
54032,TIM,PA,-1.34522,-48.41222
54035,TIM,PA,-3.1390916666667,-51.771352777778
54050,TIM,PA,-1.2691944444444,-48.437
54096,TIM,PA,-1.463917,-48.497694
54097,TIM,PA,-1.471611,-48.489639
54194,TIM,PA,-1.419222,-48.444056
54195,TIM,PA,-1.368711,-48.433433
54196,TIM,PA,-1.3645277777778,-48.468861111111
54197,TIM,PA,-1.46625,-48.482583
54210,TIM,PA,-1.422222,-48.483611
54248,TIM,PA,-1.36611,-48.4575
54254,TIM,PA,-1.328,-48.45042
54256,TIM,PA,-1.434278,-48.452556
54259,TIM,PA,-1.41725,-48.472583333333
54260,TIM,PA,-1.344417,-48.425944
54381,TIM,PA,-1.3675,-48.32028
54385,TIM,PA,-1.38694,-48.33333
54391,TIM,PA,-1.198,-47.195888888889
54395,TIM,PA,-1.4455555555556,-48.455833333333
54398,TIM,PA,-1.343292,-48.380539
54399,TIM,PA,-1.4461111111111,-48.471388888889
54401,TIM,PA,-1.137083,-48.451583
54465,TIM,PA,-1.461639,-48.463944
54466,TIM,PA,-1.431556,-48.483472
54469,TIM,PA,-1.265583,-48.452139
54499,TIM,PA,-1.35889,-48.34861
54508,TIM,PA,-1.434069,-48.4837
54578,TIM,PA,-1.437931,-48.491861
54621,TIM,PA,-1.300389,-48.466
54633,TIM,PA,-1.457389,-48.505333
54636,TIM,PA,-1.414278,-48.477778
54674,TIM,PA,-1.3749722222222,-48.452277777778
54703,TIM,PA,-1.3062833333333,-48.481444444444
54730,TIM,PA,-0.599444,-47.31125
54778,TIM,PA,-1.425667,-48.450389
54822,TIM,PA,-1.462028,-48.451861
54914,TIM,PA,-1.344328,-48.445
54917,TIM,PA,-1.4583888888889,-48.4895
55108,Vivo,PA,-7.31583,-50.03889
55110,TIM,PA,-1.4523055555556,-48.478527777778
55185,TIM,PA,-1.356917,-48.450028
55200,TIM,PA,-1.444694,-48.483806
55201,TIM,PA,-1.207417,-47.183667
55293,Vivo,PA,-5.3484444444444,-49.091083333333
55294,Vivo,PA,-5.37139,-49.18278
55388,TIM,PA,-1.330167,-48.475778
55484,TIM,PA,-1.38417,-48.39944
55489,Claro,PA,-3.869842,-54.216542
55552,Vivo,PA,-4.24833,-49.95472
55557,Vivo,PA,-3.2137888888889,-52.225902777778
55638,Vivo,PA,-8.0549111111111,-50.032302777778
55639,Vivo,PA,-1.3845888888889,-48.459102777778
55659,Claro,PA,-2.00383,-49.86407
55669,Claro,PA,-3.84058,-50.63931
55673,Claro,PA,-4.7037222222222,-55.996911111111
55727,TIM,PA,-1.40861,-48.44111
55850,TIM,PA,-1.445972,-48.489167
55899,Claro,PA,-3.470211,-51.204461
55900,Claro,PA,-4.1018111111111,-54.909727777778
56162,Vivo,PA,-1.3902833333333,-48.465172222222
56165,Vivo,PA,-5.13583,-49.33194
56233,Claro,PA,-3.60494,-55.32361
56373,Claro,PA,-1.3897888888889,-48.46458
56407,Vivo,PA,-5.3569,-49.086
56411,Claro,PA,-6.2219555555556,-57.76537
56416,Claro,PA,-1.408278,-51.647139
56440,TIM,PA,-5.35,-49.10694
56629,Claro,PA,-5.36558,-49.11472
56749,TIM,PA,-1.38972,-48.46528
56987,Claro,PA,-1.53694,-49.4963
57050,Vivo,PA,-2.58861,-51.94917
57052,Vivo,PA,-2.00528,-49.85639
57053,Vivo,PA,-1.8894666666667,-48.772519444444
57055,Vivo,PA,-3.44917,-52.89222
57056,Vivo,PA,-4.789125,-48.074025
57057,Vivo,PA,-5.3409166666667,-49.104611111111
57058,Vivo,PA,-5.3652972222222,-49.100302777778
57059,Vivo,PA,-5.385,-49.14167
57064,Vivo,PA,-5.28806,-49.06778
57067,Vivo,PA,-5.2901111111111,-49.100555555556
57068,Vivo,PA,-0.70861,-47.87833
57070,Vivo,PA,-1.7327388888889,-48.86565
57071,Vivo,PA,-1.75556,-55.86833
57130,Vivo,PA,-4.25389,-49.93667
57819,TIM,PA,-6.078458,-49.787331
57820,TIM,PA,-5.74611,-49.14861
57844,Vivo,PA,-2.885,-52.01444
58046,Vivo,PA,-1.30833,-47.91466
58047,Vivo,PA,-1.20689,-47.17608
58071,Vivo,PA,-1.6825,-50.47167
58276,Vivo,PA,-1.99194,-54.06806
58279,Vivo,PA,-2.490625,-54.670225
58281,Vivo,PA,-1.28472,-47.92111
58324,Vivo,PA,-7.0882222222222,-49.93825
58325,Vivo,PA,-4.24222,-55.97389
58330,Vivo,PA,-3.1906944444444,-52.190972222222
58331,Vivo,PA,-4.26306,-55.99972
58557,TIM,PA,-2.4404166666667,-54.7265
58561,TIM,PA,-2.4718611111111,-54.725472222222
58564,TIM,PA,-2.43528,-54.70361
58566,TIM,PA,-2.510556,-54.953611
58571,TIM,PA,-2.4247444444444,-54.716794444444
58575,TIM,PA,-2.4536111111111,-54.708722222222
58578,TIM,PA,-5.372575,-49.129366666667
58582,TIM,PA,-2.462583,-54.710972
58587,TIM,PA,-5.3770555555556,-49.113611111111
58591,TIM,PA,-2.47472,-54.70694
58601,TIM,PA,-2.45444,-54.68639
58603,TIM,PA,-5.294778,-49.074278
58606,TIM,PA,-5.382944,-49.126639
58610,TIM,PA,-5.34944,-49.07111
58614,TIM,PA,-2.4229444444444,-54.728111111111
58617,TIM,PA,-2.44115,-54.709897222222
58624,TIM,PA,-2.43444,-54.71333
58625,TIM,PA,-2.43139,-54.74167
58627,TIM,PA,-2.457222,-54.700306
58631,TIM,PA,-5.3793333333333,-49.131666666667
58634,TIM,PA,-2.4170555555556,-54.712027777778
58639,TIM,PA,-2.46944,-54.71694
58642,TIM,PA,-2.4487444444444,-54.697822222222
58646,TIM,PA,-2.4440277777778,-54.704666666667
58650,TIM,PA,-2.4479166666667,-54.752638888889
58654,TIM,PA,-5.3290888888889,-49.094280555556
58656,TIM,PA,-5.3439444444444,-49.097055555556
58670,TIM,PA,-5.3523333333333,-49.092472222222
58675,TIM,PA,-5.3696694444444,-49.104261111111
58679,TIM,PA,-5.347778,-49.084694
58687,TIM,PA,-5.365,-49.114722222222
58690,TIM,PA,-5.3491388888889,-49.10875
58698,TIM,PA,-5.35,-49.09472
58699,TIM,PA,-5.33528,-49.08472
58701,TIM,PA,-5.33167,-49.10861
58703,TIM,PA,-5.32528,-49.09889
58705,TIM,PA,-5.3491666666667,-49.134444444444
58707,TIM,PA,-2.43583,-54.72861
58709,TIM,PA,-5.2105,-49.0444
58711,TIM,PA,-2.45444,-54.74306
58712,TIM,PA,-2.42806,-54.72667
58715,TIM,PA,-2.4760277777778,-54.684502777778
58717,TIM,PA,-2.4486111111111,-54.741388888889
58719,TIM,PA,-5.3578055555556,-49.080944444444
58721,TIM,PA,-2.4316694444444,-54.7328
58724,TIM,PA,-2.4391666666667,-54.718055555556
58726,TIM,PA,-2.43222,-54.75389
58731,TIM,PA,-2.45917,-54.75333
58734,TIM,PA,-2.4292055555556,-54.701886111111
58739,TIM,PA,-2.4259722222222,-54.740111111111
58745,TIM,PA,-2.4199444444444,-54.718194444444
58751,TIM,PA,-2.4491944444444,-54.718083333333
58755,TIM,PA,-5.3893722222222,-49.12865
58763,TIM,PA,-5.37167,-49.11917
58769,TIM,PA,-2.4578333333333,-54.7175
58773,TIM,PA,-2.4278138888889,-54.712047222222
58777,TIM,PA,-2.427944,-54.720139
58784,TIM,PA,-2.44972,-54.72778
58793,TIM,PA,-5.3653611111111,-49.122277777778
58796,TIM,PA,-2.42111,-54.73611
58803,TIM,PA,-2.43972,-54.69278
58806,TIM,PA,-2.42333,-54.70917
58813,TIM,PA,-5.3357777777778,-49.098611111111
59105,TIM,PA,-1.38125,-48.361389
59192,Claro,PA,-2.4397222222222,-54.719752777778
59205,Claro,PA,-2.22639,-49.49306
59378,Claro,PA,-1.4954722222222,-52.603583333333
59379,Claro,PA,-1.6755166666667,-50.475305555556
59380,Claro,PA,-1.9126972222222,-55.517713888889
59430,TIM,PA,-1.3721,-48.4793
59694,TIM,PA,-1.3969444444444,-48.386388888889
59719,Vivo,PA,-1.7140583333333,-48.880663888889
59722,Vivo,PA,-1.3869444444444,-48.333452777778
59723,Vivo,PA,-1.049,-46.770583333333
59724,Vivo,PA,-1.3689361111111,-48.354508333333
59767,Claro,PA,-1.71417,-48.88083
59790,Claro,PA,-0.82768055555556,-46.6058
59791,Claro,PA,-2.23905,-49.49439
59899,Vivo,PA,-3.44528,-49.60167
59902,Vivo,PA,-3.99806,-49.51111
60010,Claro,PA,-1.2936,-47.90748
60011,Claro,PA,-1.27791,-47.90686
60013,Claro,PA,-1.28429,-47.94319
60157,Claro,PA,-6.0793111111111,-49.900988888889
60207,Claro,PA,-2.253539,-49.50863
60208,Claro,PA,-6.0366611111111,-49.890933333333
60446,TIM,PA,-1.4488055555556,-48.4725
60485,TIM,PA,-1.40972,-48.43333
60492,TIM,PA,-1.43722,-48.46306
60505,TIM,PA,-1.46278,-48.49111
60594,TIM,PA,-1.33444,-48.43778
60610,TIM,PA,-1.33417,-48.43667
60651,TIM,PA,-1.46,-48.49194
60654,TIM,PA,-1.45806,-48.47889
60673,TIM,PA,-1.30056,-48.46972
60674,TIM,PA,-1.44583,-48.48667
60680,TIM,PA,-1.44083,-48.46333
60710,TIM,PA,-1.32975,-48.431777777778
60718,TIM,PA,-1.43028,-48.46222
60719,TIM,PA,-1.42,-48.48056
60720,TIM,PA,-1.3307222222222,-48.452805555556
60730,TIM,PA,-1.4487777777778,-48.498777777778
60732,TIM,PA,-1.46175,-48.491972222222
60752,Vivo,PA,-6.39444,-48.56361
60756,TIM,PA,-1.32556,-48.42972
60759,TIM,PA,-1.40917,-48.44583
60762,TIM,PA,-1.44972,-48.47722
60807,TIM,PA,-1.44583,-48.45861
60842,TIM,PA,-1.44083,-48.46333
61670,TIM,PA,-1.3725,-48.38472
61820,TIM,PA,-6.0841388888889,-49.906027777778
61833,TIM,PA,-6.0775,-49.8925
61836,TIM,PA,-6.0572222222222,-49.884722222222
61864,TIM,PA,-6.0732333333333,-49.903897222222
61869,TIM,PA,-6.075333,-49.854972
61872,TIM,PA,-3.1850277777778,-52.188277777778
61874,TIM,PA,-6.018861,-49.888389
61879,TIM,PA,-6.1016111111111,-49.834888888889
61910,TIM,PA,-3.197556,-52.212472
61913,TIM,PA,-3.19444,-52.22028
61916,TIM,PA,-3.2109166666667,-52.217666666667
61933,TIM,PA,-3.1921111111111,-52.204888888889
61938,TIM,PA,-3.215889,-52.238278
61939,TIM,PA,-3.2067444444444,-52.209475
61940,TIM,PA,-3.18611,-52.21306
61941,TIM,PA,-3.21806,-52.22472
61946,TIM,PA,-6.08556,-49.88833
61947,TIM,PA,-6.0470555555556,-49.8945
61948,TIM,PA,-6.076944,-49.891111
62009,TIM,PA,-6.0578888888889,-50.157472222222
62011,TIM,PA,-6.0697222222222,-50.0625
62093,TIM,PA,-3.2137888888889,-52.225902777778
62094,TIM,PA,-3.18667,-52.22417
62095,TIM,PA,-3.21917,-52.21944
62096,TIM,PA,-6.0951666666667,-49.848055555556
62098,TIM,PA,-6.0799444444444,-49.911277777778
62099,TIM,PA,-6.10056,-49.86361
62101,TIM,PA,-6.07625,-49.870111
62103,TIM,PA,-6.065694,-49.854361
62106,TIM,PA,-6.0885277777778,-49.870777777778
62149,TIM,PA,-3.209528,-52.237917
62151,TIM,PA,-6.066667,-49.895556
62152,TIM,PA,-6.0655,-49.909722
62153,TIM,PA,-3.1989444444444,-52.205166666667
62160,TIM,PA,-3.20778,-52.22833
62162,TIM,PA,-6.09278,-49.88833
62165,TIM,PA,-6.05472,-49.89278
62248,Vivo,PA,-0.15888,-50.38666
62259,Vivo,PA,-1.4512055555556,-48.456480555556
62274,TIM,PA,-1.38778,-48.41028
62277,TIM,PA,-1.45972,-48.49222
62285,TIM,PA,-1.37475,-48.389972
62287,TIM,PA,-1.44861,-48.49861
62289,TIM,PA,-1.36583,-48.40583
62291,TIM,PA,-1.42306,-48.4575
62321,TIM,PA,-1.45194,-48.43472
62426,TIM,PA,-1.45222,-48.48778
62428,TIM,PA,-1.39167,-48.41667
62884,Claro,PA,-1.0629,-46.78201
63046,TIM,PA,-3.22278,-52.22861
63161,TIM,PA,-1.38972,-48.41389
63185,Vivo,PA,-1.45667,-48.500277777778
63189,Vivo,PA,-1.36361,-48.42278
63217,Claro,PA,-1.72825,-48.86717
63352,Vivo,PA,-1.47444,-48.46111
63353,Vivo,PA,-1.77389,-55.85639
63433,Claro,PA,-3.8697194444444,-54.216377777778
63440,Claro,PA,-3.9969555555556,-55.543502777778
63475,Vivo,PA,-1.2903972222222,-48.155058333333
63477,Vivo,PA,-1.29889,-48.1725
63596,Vivo,PA,-6.5517777777778,-49.843527777778
63747,Vivo,PA,-3.0153027777778,-47.353619444444
63750,Vivo,PA,-6.04611,-49.88639
63751,Vivo,PA,-4.44583,-49.11611
63753,Vivo,PA,-8.0391944444444,-50.036194444444
63754,Vivo,PA,-5.55167,-48.73083
64059,TIM,PA,-5.3351388888889,-49.0985
64202,TIM,PA,-1.97111,-48.96611
64203,TIM,PA,-1.98417,-48.96167
64204,TIM,PA,-5.16083,-49.33194
64205,TIM,PA,-5.1375,-49.34333
64206,TIM,PA,-4.2441666666667,-49.944444444444
64207,TIM,PA,-4.25583,-49.95722
64208,TIM,PA,-3.8405833333333,-50.639388888889
64209,TIM,PA,-2.91972,-48.95833
64210,TIM,PA,-2.4641666666667,-48.745
64211,TIM,PA,-6.75333,-51.15444
64212,TIM,PA,-6.75056,-51.17472
64213,TIM,PA,-6.755,-51.13972
64214,TIM,PA,-3.72278,-53.74194
64298,Claro,PA,-1.525371,-48.622347
64381,Claro,PA,-1.53305,-48.68147
64386,Claro,PA,-1.50389,-48.69833
64944,Vivo,PA,-2.17,-56.74694
64946,Vivo,PA,-1.731,-48.882083333333
64955,Vivo,PA,-1.3048611111111,-47.999583333333
64956,Vivo,PA,-1.2960555555556,-47.947333333333
64957,Vivo,PA,-1.2943611111111,-47.892361111111
64958,Vivo,PA,-1.2783333333333,-47.923888888889
64959,Vivo,PA,-1.3049444444444,-47.938305555556
64960,Vivo,PA,-1.2866666666667,-47.929166666667
64961,Vivo,PA,-1.2998888888889,-47.914305555556
64962,Vivo,PA,-1.2956388888889,-47.935388888889
64963,Vivo,PA,-1.2981666666667,-47.980722222222
64964,Vivo,PA,-1.2846944444444,-47.913972222222
64965,Vivo,PA,-1.2739166666667,-47.909472222222
64966,Vivo,PA,-1.2819444444444,-47.94975
64967,Vivo,PA,-1.3038333333333,-47.77975
64968,Vivo,PA,-1.2938888888889,-47.923888888889
64969,Vivo,PA,-5.37639,-49.1375
64987,Claro,PA,-8.2902861111111,-49.275883333333
64995,Claro,PA,-2.0935611111111,-56.4852
64996,Claro,PA,-2.1060666666667,-56.491530555556
64997,Claro,PA,-1.5316666666667,-46.893333333333
64998,Claro,PA,-1.7213888888889,-49.528061111111
64999,Claro,PA,-1.7150611111111,-49.532438888889
65000,Claro,PA,-6.4419722222222,-48.860169444444
65001,Claro,PA,-5.7445,-48.316166666667
65002,Claro,PA,-7.8298333333333,-50.045191666667
65003,Claro,PA,-0.63333,-47.65306
65004,Claro,PA,-1.8026388888889,-50.714030555556
65005,Claro,PA,-3.4602777777778,-52.8875
65006,Claro,PA,-1.8138388888889,-49.798958333333
65007,Claro,PA,-1.8083305555556,-49.792688888889
65008,Claro,PA,-1.8890055555556,-55.110491666667
65009,Claro,PA,-1.98528,-47.94111
65010,Claro,PA,-3.3058611111111,-52.5388
65011,Claro,PA,-3.2905555555556,-52.545555555556
65012,Claro,PA,-7.3481666666667,-50.410561111111
65013,Claro,PA,-1.8971888888889,-50.2099
65014,Claro,PA,-1.8972194444444,-50.214438888889
65015,Claro,PA,-5.7016083333333,-48.404719444444
65016,Claro,PA,-2.6377222222222,-54.936805555556
65017,Claro,PA,-4.9541666666667,-48.411941666667
65030,Claro,PA,-6.0703611111111,-49.863608333333
65031,Claro,PA,-9.33528,-50.34725
65032,Claro,PA,-4.31081,-47.54828
65033,Claro,PA,-1.520635,-48.663449
65034,Claro,PA,-1.50729,-48.62478
65040,Claro,PA,-1.31392,-48.22725
65052,Claro,PA,-1.91278,-48.76861
65168,Claro,PA,-1.3405,-48.24665
65184,Claro,PA,-4.1441694444444,-50.213058333333
65186,Claro,PA,-2.1358611111111,-47.556861111111
65504,Claro,PA,-1.41062,-48.39267
65658,Claro,PA,-2.4588972222222,-54.717408333333
65689,Vivo,PA,-1.0641111111111,-46.767194444444
65690,Vivo,PA,-1.2904305555556,-48.155180555556
65695,Vivo,PA,-2.15361,-56.08306
65696,Vivo,PA,-3.45944,-51.20917
65697,Vivo,PA,-6.51444,-49.86833
65698,Vivo,PA,-1.81194,-49.79889
65699,Vivo,PA,-1.5309611111111,-49.220152777778
65700,Vivo,PA,-1.72075,-48.867083333333
65701,Vivo,PA,-1.1525,-48.13028
65710,Vivo,PA,-1.51667,-46.90417
65711,Vivo,PA,-0.73345277777778,-47.856127777778
65712,Vivo,PA,-1.52139,-48.66806
65713,Vivo,PA,-2.4185138888889,-54.716369444444
65773,Claro,PA,-2.4241,-54.738269444444
65774,Claro,PA,-5.38725,-49.14775
65775,Claro,PA,-6.1006388888889,-49.86375
65776,Claro,PA,-6.1122194444444,-49.902511111111
65783,Claro,PA,-3.1927777777778,-52.203777777778
65784,Claro,PA,-1.43028,-48.48848
